Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
330,Text,2006-03-15,Where There's a Will,en,"Rinehart, Mary Roberts, 1876-1958",Humorous stories; Detective and mystery stories; Love stories; Man-woman relationships -- Fiction; Health resorts -- Fiction; Impersonation -- Fiction,PS,Browsing: Crime/Mystery; Browsing: Humour; Browsing: Fiction
331,Text,1995-09-01,The Mucker,en,"Burroughs, Edgar Rice, 1875-1950",Adventure stories; American fiction -- 20th century,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
332,Text,2008-07-02,The Burial of the Guns,en,"Page, Thomas Nelson, 1853-1922",Short stories; United States -- Social life and customs -- 19th century -- Fiction,PS,US Civil War; Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Fiction
333,Text,1995-09-01,Robert Louis Stevenson,en,"Raleigh, Walter Alexander, Sir, 1861-1922","Stevenson, Robert Louis, 1850-1894; Authors, Scottish -- 19th century -- Biography",PR,Browsing: Biographies; Browsing: Literature
334,Text,1995-09-01,Episodes in Van Bibber's Life,en,"Davis, Richard Harding, 1864-1916","Fiction; Short stories, American",PS,Browsing: Literature; Browsing: Fiction
335,Text,1995-09-01,Frances Waldeaux: A Novel,en,"Davis, Rebecca Harding, 1831-1910",Voyages and travels -- Fiction,PS,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
336,Text,2008-07-05,Indian Heroes and Great Chieftains,en,"Eastman, Charles A., 1858-1939",Heroes; Indians of North America -- Biography; Dakota Indians -- Biography,E011,Native America; Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: History - American
337,Text,2008-07-05,Indian Boyhood,en,"Eastman, Charles A., 1858-1939","Indians of North America -- Biography; Indian children -- North America; Eastman, Charles Alexander, 1858-1939 -- Childhood and youth; Santee Indians -- Social life and customs; Santee Indians -- Biography",E011,Native America; Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: History - American
338,Text,2008-07-05,Old Indian Legends,en,"Zitkala-Sa, 1876-1938",Dakota Indians -- Folklore,E011,Native America; Browsing: Culture/Civilization/Society; Browsing: History - American
339,Text,2008-07-05,Old Indian Days,en,"Eastman, Charles A., 1858-1939",Indians of North America -- Fiction; Dakota Indians -- Fiction,PS,Native America; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
340,Text,2008-07-05,The Soul of the Indian: An Interpretation,en,"Eastman, Charles A., 1858-1939",Indians of North America -- Religion; Indian mythology -- North America; Indian philosophy -- North America,E011,Native America; Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Religion/Spirituality/Paranormal
341,Text,1995-10-01,Myths and Legends of the Sioux,en,"McLaughlin, Marie L., 1842-",Mdewakanton Indians -- Folklore; Dakota Indians -- Folklore,E011,Folklore; Native America; Browsing: Culture/Civilization/Society; Browsing: History - American
342,Text,1995-10-01,Margaret Ogilvy,en,"Barrie, J. M. (James Matthew), 1860-1937","Barrie, Margaret Ogilvy",DA,"Bestsellers, American, 1895-1923; Browsing: Biographies; Browsing: History - General"
343,Text,1995-10-01,Fables,en,"Stevenson, Robert Louis, 1850-1894","Fiction; Short stories; Fables, Scottish",PR,Browsing: Literature; Browsing: Fiction
344,Text,1995-10-01,"The Merry Men, and Other Tales and Fables",en,"Stevenson, Robert Louis, 1850-1894",Boys -- Fiction; Treasure troves -- Fiction; Paranormal fiction; Great Britain -- History -- 19th century -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
345,Text,1995-10-01,Dracula,en,"Stoker, Bram, 1847-1912","Horror tales; Epistolary fiction; Gothic fiction; Vampires -- Fiction; Dracula, Count (Fictitious character) -- Fiction; Transylvania (Romania) -- Fiction; Whitby (England) -- Fiction",PR,Horror; Gothic Fiction; Mystery Fiction; Movie Books; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
346,Text,1995-10-01,"The Troll Garden, and Selected Stories",en,"Cather, Willa, 1873-1947",Short stories; United States -- Social life and customs -- Fiction; Man-woman relationships -- Fiction; Nebraska -- Social life and customs -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
347,Text,2008-07-05,The Saga of Grettir the Strong: Grettir's Saga,en,Unknown,"Sagas -- Translations into English; Vikings -- Fiction; Grettir Ásmundarson, 996-1031 -- Fiction",PT,Browsing: History - Medieval/The Middle Ages; Browsing: Literature; Browsing: Fiction
348,Text,2008-07-05,"Hesiod, the Homeric Hymns, and Homerica",en,"Hesiod; Evelyn-White, Hugh G. (Hugh Gerard), 1884-1924 [Translator]","Epic poetry, Greek; Epic poetry, Greek -- Translations into English; Hesiod -- Translations into English; Gods, Greek -- Poetry; Hymns, Greek (Classical) -- Translations into English",PA,Classical Antiquity; Browsing: Culture/Civilization/Society; Browsing: History - Ancient; Browsing: Literature
349,Text,1995-10-01,The Harvester,en,"Stratton-Porter, Gene, 1863-1924",Herbalists -- Fiction; Didactic fiction; Indiana -- Fiction,PS,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction"
350,Text,2008-07-03,Fanny Herself,en,"Ferber, Edna, 1885-1968",Autobiographical fiction; Domestic fiction; Bildungsromans; Mothers and daughters -- Fiction; Jewish fiction; Jewish families -- Fiction; Jewish girls -- Fiction; Wisconsin -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
351,Text,1995-10-01,Of Human Bondage,en,"Maugham, W. Somerset (William Somerset), 1874-1965",Orphans -- Fiction; People with disabilities -- Fiction; Physicians -- Fiction; Bildungsromans; Artists -- Fiction,PR,Browsing: Literature; Browsing: Fiction
352,Text,1995-11-01,Buttered Side Down: Stories,en,"Ferber, Edna, 1885-1968",Short stories; United States -- Social life and customs -- 20th century -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
353,Text,2008-07-05,"In Flanders Fields, and Other Poems",en,"McCrae, John, 1872-1918; Macphail, Andrew, 1864-1938 [Contributor]","World War, 1914-1918 -- Poetry; Patriotic poetry; English poetry; McCrae, John, 1872-1918",PR,"World War I; Bestsellers, American, 1895-1923; Browsing: History - Warfare; Browsing: Literature; Browsing: Poetry"
354,Text,1995-11-01,The Story of a Pioneer,en,"Shaw, Anna Howard, 1847-1919; Jordan, Elizabeth Garver, 1867-1947","Shaw, Anna Howard, 1847-1919; Women -- Suffrage -- United States; Women social reformers -- United States -- Biography; Women's rights -- United States",JK,Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Politics
355,Text,1995-11-01,The Parasite: A Story,en,"Doyle, Arthur Conan, 1859-1930",Horror tales; Mesmerism -- Fiction,PR,Browsing: Literature; Browsing: Fiction
356,Text,2008-07-02,Beyond the City,en,"Doyle, Arthur Conan, 1859-1930",Suburbs -- Great Britain -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
357,Text,1995-11-01,"A Dream of John Ball; and, A King's Lesson",en,"Morris, William, 1834-1896","Historical fiction; Ball, John, -1381 -- Fiction; Tyler's Insurrection, 1381 -- Fiction; Matthias I, King of Hungary, 1443-1490 -- Fiction; Peasant uprisings -- Fiction",PR,Browsing: History - Medieval/The Middle Ages; Browsing: Literature; Browsing: Fiction
358,Text,1995-11-01,The Scarlet Car,en,"Davis, Richard Harding, 1864-1916",Humorous stories; Love stories; Automobiles -- Fiction; Automobile driving -- Fiction,PS,Browsing: Humour; Browsing: Fiction
359,Text,1995-11-01,"Good Stories for Great Holidays
Arranged for Story-Telling and Reading Aloud and for the Children's Own Reading",en,"Olcott, Frances Jenkins, 1872-1963",Children's literature; Holidays; Short stories; Storytelling,PZ,Browsing: Children & Young Adult Reading; Browsing: Literature
360,Text,1995-11-01,What is Property? An Inquiry into the Principle of Right and of Government,en,"Proudhon, P.-J. (Pierre-Joseph), 1809-1865",Economics; Property,HB,Anarchism; Browsing: Economics; Browsing: Politics; Browsing: Sociology
361,Text,2008-07-11,Miss Billy — Married,en,"Porter, Eleanor H. (Eleanor Hodgman), 1868-1920",Domestic fiction; Married women -- Fiction; Marriage -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
362,Text,2008-07-11,Miss Billy's Decision,en,"Porter, Eleanor H. (Eleanor Hodgman), 1868-1920",Love stories; Man-woman relationships -- Fiction,PS,Browsing: Literature; Browsing: Fiction
363,Text,2008-07-11,The Oakdale Affair,en,"Burroughs, Edgar Rice, 1875-1950",Adventure stories; Mystery fiction,PS,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
364,Text,1995-11-01,The Mad King,en,"Burroughs, Edgar Rice, 1875-1950",Fantasy fiction; Impostors and imposture -- Fiction; Adventure stories; Kings and rulers -- Fiction; Mistaken identity -- Fiction,PS,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
365,Text,2008-07-09,The Land of Little Rain,en,"Austin, Mary, 1868-1934","California -- Social life and customs; Natural history -- California; California -- Description and travel; Frontier and pioneer life -- California; California -- History, Local",F850.5,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography
366,Text,2006-03-15,Bab: A Sub-Deb,en,"Rinehart, Mary Roberts, 1876-1958",Debutantes -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
367,Text,2008-07-11,The Country of the Pointed Firs,en,"Jewett, Sarah Orne, 1849-1909",Maine -- Fiction; Psychological fiction; Pastoral fiction; Women authors -- Fiction; Authorship -- Fiction; Country life -- Fiction; Seaside resorts -- Fiction; Summer resorts -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
368,Text,2008-06-29,Acres of Diamonds: Our Every-day Opportunities,en,"Conwell, Russell H., 1843-1925; Shackleton, Robert, 1860-1923 [Contributor]","Success; Temple University; Conwell, Russell H., 1843-1925",BJ,Browsing: Business/Management; Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
369,Text,2008-07-11,The outlaw of Torn,en,"Burroughs, Edgar Rice, 1875-1950","Historical fiction; Outlaws -- Fiction; Great Britain -- History -- Henry III, 1216-1272 -- Fiction",PS,Science Fiction; Browsing: History - British; Browsing: Literature; Browsing: Fiction
370,Text,1995-12-01,The Fortunes and Misfortunes of the Famous Moll Flanders,en,"Defoe, Daniel, 1661?-1731",London (England) -- Fiction; Picaresque literature; Adventure stories; Criminals -- Fiction; Prostitutes -- Fiction; Children of prisoners -- Fiction; British -- Virginia -- Fiction; Women -- England -- Fiction; Repentance -- Fiction; Virginia -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
371,Text,1995-12-01,"Literary Blunders: A Chapter in the ""History of Human Error""",en,"Wheatley, Henry B. (Henry Benjamin), 1838-1917","Errors and blunders, Literary",PN,Browsing: History - General; Browsing: Literature
372,Text,1995-12-01,"Prince Otto, a Romance",en,"Stevenson, Robert Louis, 1850-1894",Nobility -- Fiction; Man-woman relationships -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
373,Text,1995-12-01,"Lay Morals, and Other Papers",en,"Stevenson, Robert Louis, 1850-1894; Stevenson, Fanny Van de Grift, 1840-1914 [Author of introduction, etc.]",Essays; Short stories,PR,Browsing: Literature
374,Text,1995-12-01,Fantastic Fables,en,"Bierce, Ambrose, 1842-1914?","Wit and humor; Fables, American",PS,Browsing: Humour; Browsing: Literature; Browsing: Fiction
375,Text,1995-12-01,An Occurrence at Owl Creek Bridge,en,"Bierce, Ambrose, 1842-1914?","Short stories; United States -- History -- Civil War, 1861-1865 -- Fiction; Prisoners -- Fiction",PS,US Civil War; Horror; Browsing: History - American; Browsing: Literature; Browsing: Fiction
376,Text,2006-01-16,"A Journal of the Plague Year
Being Observations or Memorials of the Most Remarkable Occurrences, as Well Public as Private, Which Happened in London During the Last Great Visitation in 1665. Written by a Citizen Who Continued All the While in London",en,"Defoe, Daniel, 1661?-1731","Historical fiction; Great Fire, London, England, 1666 -- Fiction; Plague -- Fiction; London (England) -- History -- 17th century -- Fiction",PR,Browsing: History - General; Browsing: Literature; Browsing: Fiction
377,Text,2008-07-09,Kansas Women in Literature,en,"Barker, Nettie Garmer, 1882-1953","Women authors, American -- Homes and haunts -- Kansas; Women -- Kansas -- Intellectual life; Kansas -- Biography; Women and literature -- Kansas; Kansas -- In literature",PS,Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: Literature
378,Text,1995-12-01,The White Knight: Tirant Lo Blanc,en,"Martorell, Joanot, -1468; Galba, Martí Joan de, -1490; Rudder, Robert S. [Translator]",Knights and knighthood -- Fiction; Adventure and adventurers -- Fiction; Adventure stories,PC,Browsing: Literature; Browsing: Fiction
379,Text,1995-12-01,Worldly Ways & Byways,en,"Gregory, Eliot, 1854-1915",American essays -- 19th century,PS,Browsing: History - American; Browsing: Literature
380,Text,1995-12-01,Weir of Hermiston: An Unfinished Romance,en,"Stevenson, Robert Louis, 1850-1894",Fathers and sons -- Fiction; Domestic fiction; Young men -- Fiction; Country life -- Fiction; Scotland -- Fiction; Judges -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
381,Text,1995-12-01,Memories and Portraits,en,"Stevenson, Robert Louis, 1850-1894","Stevenson, Robert Louis, 1850-1894; Authors, Scottish -- 19th century -- Biography; Scotland -- Social life and customs -- 19th century",PR,Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: Literature
382,Text,1995-12-01,Edinburgh: Picturesque Notes,en,"Stevenson, Robert Louis, 1850-1894",Edinburgh (Scotland) -- Description and travel,DA,United Kingdom; Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: Travel & Geography
383,Text,1995-12-01,"She Stoops to Conquer; Or, The Mistakes of a Night: A Comedy",en,"Goldsmith, Oliver, 1730?-1774",Comedy plays,PR,Harvard Classics; Browsing: Humour; Browsing: Literature; Browsing: Fiction
384,Text,1996-01-01,The Lost Prince,en,"Burnett, Frances Hodgson, 1849-1924",People with disabilities -- Fiction; Fathers and sons -- Fiction; Princes -- Fiction; Refugees -- Fiction,PZ; PS,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Fiction
385,Text,1996-01-01,"The Redheaded Outfield, and Other Baseball Stories",en,"Grey, Zane, 1872-1939","Fiction; Short stories; Baseball stories, American",PS,Western; Browsing: Literature; Browsing: Sports/Hobbies/Motoring; Browsing: Fiction
386,Text,1996-01-01,"Virginibus Puerisque, and Other Papers",en,"Stevenson, Robert Louis, 1850-1894",Essays,PR,Browsing: Literature
387,Text,1996-01-01,"Vailima Letters
Being Correspondence Addressed by Robert Louis Stevenson to Sidney Colvin, November 1890-October 1894",en,"Stevenson, Robert Louis, 1850-1894","Stevenson, Robert Louis, 1850-1894 -- Correspondence; Authors, Scottish -- 19th century -- Correspondence; Stevenson, Robert Louis, 1850-1894 -- Travel -- Samoan Islands; Colvin, Sidney, 1845-1927 -- Correspondence",PR,Browsing: Biographies; Browsing: Literature; Browsing: Travel & Geography
388,Text,2004-10-19,The Crossing,en,"Churchill, Winston, 1871-1947","Historical fiction; Frontier and pioneer life -- Fiction; Louisiana -- Fiction; Northwest, Old -- History -- Revolution, 1775-1783 -- Fiction; Kentucky -- Fiction; Clark, George Rogers, 1752-1818 -- Fiction",PS,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction"
